number,values_0,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9,values_10,values_11,values_12,values_13,values_14,values_15,datetime_start,datetime_complete,duration,params_alpha_boreal_broadleaved_summergreen_tree,params_alpha_boreal_needleleaved_evergreen_tree,params_alpha_boreal_needleleaved_summergreen_tree,params_alpha_temperate_broadleaved_evergreen_tree,params_alpha_temperate_broadleaved_summergreen_tree,params_alpha_temperate_needleleaved_evergreen_tree,params_alpha_tropical_broadleaved_evergreen_tree,params_alpha_tropical_broadleaved_raingreen_tree,params_beta_boreal_broadleaved_summergreen_tree,params_beta_boreal_needleleaved_evergreen_tree,params_beta_boreal_needleleaved_summergreen_tree,params_beta_temperate_broadleaved_evergreen_tree,params_beta_temperate_broadleaved_summergreen_tree,params_beta_temperate_needleleaved_evergreen_tree,params_beta_tropical_broadleaved_evergreen_tree,params_beta_tropical_broadleaved_raingreen_tree,system_attrs_NSGAIISampler:generation,state
10,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:35:29.477948,2026-03-27 00:35:50.225964,0 days 00:00:20.748016,0.163429111469077,0.3215169262848427,0.9796245252507122,0.42198462580039353,0.5920727490883798,0.9039532512798942,0.588804225965077,0.15650117897670857,10.734461911541036,3.6966615437899963,8.052495650013437,16.558234238451313,3.4483523100271807,23.92486741069399,16.811462400232752,12.847364101849413,0,COMPLETE
11,1000000.0,1000000.0,0.14123493423416153,0.19372411304325018,0.3188765485076979,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.4427694455863501,1000000.0,1000000.0,1000000.0,2026-03-27 00:35:50.235922,2026-03-27 00:37:16.952632,0 days 00:01:26.716710,0.12087254597587063,0.3592446467592388,0.5828885655161072,0.8609773266203685,0.5338092349715855,0.29356622182872544,0.7349425531099127,0.2055036438426762,18.276755046775563,24.990135124033184,4.0039634023227535,22.537739539553467,0.3297800798218504,3.406480553043026,22.213467593212247,6.502701749861743,0,COMPLETE
12,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:37:16.963439,2026-03-27 00:38:10.035399,0 days 00:00:53.071960,0.033817703789204435,0.190280940657941,0.6494471808280816,0.7736109557469404,0.6460822167784525,0.30540996052141683,0.8002426776394009,0.7728498062923386,11.234969414455303,17.610490038233895,10.822526155811966,19.591745756250287,2.3808740092132887,7.752630497886702,6.390088537641453,15.327798493292129,0,COMPLETE
13,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:38:10.046618,2026-03-27 00:39:23.316511,0 days 00:01:13.269893,0.2690657300012693,0.49078364496968424,0.46149969293586307,0.22133239200559368,0.5657749616956459,0.14255986340003865,0.7335802997458245,0.7507365115803012,0.19767544823482855,18.047218347345922,2.3618699632612206,6.121692610065195,22.015999700978195,1.6618425854671603,6.592611566660563,23.56646172970979,0,COMPLETE
14,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:39:23.327246,2026-03-27 00:39:44.197327,0 days 00:00:20.870081,0.8702854381422328,0.6070523089966359,0.6062041487709989,0.5738786029169363,0.15856880696605774,0.2436112707010957,0.20203511366219515,0.04545049667490552,11.14923541443984,12.879729148925401,11.458931239824736,6.716752342101809,18.01858417291893,24.36897030459285,10.672713216910715,20.22362417878997,0,COMPLETE
15,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:39:44.207964,2026-03-27 00:40:21.280880,0 days 00:00:37.072916,0.95460059953524,0.14916630027173805,0.47105302181621783,0.2566725885657661,0.27556024829758097,0.2513234317571546,0.41331799111235556,0.5469334758425033,7.875532329648775,3.912331502278238,14.689240158964031,2.3353637194389654,17.334880989001384,16.939016364817395,6.9124610151393275,13.605147391928584,0,COMPLETE
16,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:40:21.291676,2026-03-27 00:40:48.663608,0 days 00:00:27.371932,0.928587844438662,0.40831026059906794,0.941364118894393,0.1363585087804788,0.6689521526831875,0.41054724793159847,0.7150389149621655,0.20942044024840575,2.2633530850812584,15.764082498598128,19.583398290763807,5.353151718022691,12.176861398700348,20.112124494995708,11.593020596078432,4.5494891547105905,0,COMPLETE
17,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:40:48.674458,2026-03-27 00:41:15.984882,0 days 00:00:27.310424,0.7137358639501741,0.6955865732138418,0.3662873111936026,0.6506844034990305,0.23220619395567269,0.3597330908936922,0.8396035566203823,0.7544308697391566,7.285195647787277,1.2635970201995759,23.25034487729397,4.653992841863115,2.990641646611442,15.04881858178218,22.657565218407278,16.751754090776785,0,COMPLETE
18,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:41:15.995324,2026-03-27 00:41:37.683327,0 days 00:00:21.688003,0.2636832641246321,0.5345627991104034,0.9367201016369655,0.9677180012133462,0.08070176654959543,0.4778687828749706,0.057383701993975356,0.9666505891971874,7.676441564236882,15.863837053013018,16.236934449947515,18.23153135378109,19.829669753816116,5.780183754761481,11.182733589644135,9.612410724227479,0,COMPLETE
19,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:41:37.694235,2026-03-27 00:41:58.282482,0 days 00:00:20.588247,0.44317008344435305,0.4464980669027864,0.2201504390039585,0.8296101086440592,0.5380063795201404,0.9732511482664882,0.38896274629077526,0.7128953304164001,6.182809657963756,8.28395415900303,6.278366760218083,14.565728109643548,0.4182833527679924,4.911435594550854,24.484840866327612,4.222570600244131,0,COMPLETE
20,1000000.0,1000000.0,0.008358979814892246,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:41:58.292994,2026-03-27 00:43:24.212007,0 days 00:01:25.919013,0.04753726255755655,0.1086233050185069,0.10750574440615002,0.8416402751726477,0.8955881919886156,0.10581243804939185,0.3961141338546061,0.7527571531020829,14.230930260381518,0.855172357302774,15.5187778870855,11.414162968050556,12.854731781064666,18.909458126219103,22.89695265693244,21.958481437006622,0,COMPLETE
21,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:43:24.222049,2026-03-27 00:43:48.445792,0 days 00:00:24.223743,0.8841770346287059,0.25431923950491614,0.15922627162202357,0.6224906342993541,0.2368445467309746,0.736232436946379,0.5867131967884194,0.21688516034039915,24.734922119797506,6.8213011278631885,10.426382770113406,5.72144551243694,19.94808028353999,0.8564074947813927,1.500483276003229,7.747824055607461,0,COMPLETE
22,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:43:48.456616,2026-03-27 00:44:09.049466,0 days 00:00:20.592850,0.4405537352832356,0.49745594763292544,0.5861548263126279,0.816111763335584,0.6391979139663259,0.3782284438147583,0.5406488626790934,0.6213453057576726,11.494680084104543,11.74965743647482,4.980956204901533,7.168515289384185,3.8410257963476497,10.291851207032375,10.070617088003614,16.52425539397861,0,COMPLETE
23,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:44:09.060799,2026-03-27 00:44:29.676912,0 days 00:00:20.616113,0.6148707107828746,0.01610190678372378,0.5523972890400762,0.7402609899542175,0.4179036932900533,0.31391071758953676,0.7313818201357051,0.033874358542718926,14.850249142493725,20.063735447958614,16.553536513589737,11.29053923235706,17.28809301060484,16.466975658919285,11.378064051070481,17.870390602417192,0,COMPLETE
24,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:44:29.689582,2026-03-27 00:45:37.031776,0 days 00:01:07.342194,0.33144811367175364,0.23305342959150716,0.6036920376069853,0.21994163404223782,0.19353741110637013,0.8545776289013114,0.6506669725224318,0.20196203073467683,1.0956583841183603,0.414028935695718,1.139103095978324,1.7194032237184462,2.253462282067398,0.958706346903445,6.970314507907033,4.299053979059572,0,COMPLETE
25,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:45:37.043956,2026-03-27 00:45:57.982035,0 days 00:00:20.938079,0.7004754308109212,0.6185430983191282,0.5063322020980267,0.9851072554271587,0.20107379267517692,0.765862691917262,0.5509914895631619,0.43810642544065276,17.566377896139006,9.169565215320329,4.729637870954803,19.500909280452127,22.733380075118713,4.090024267266336,5.831084584395376,13.863424448408262,0,COMPLETE
26,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:45:57.993280,2026-03-27 00:46:21.859187,0 days 00:00:23.865907,0.45588808781258305,0.23142536544648,0.06027143958050935,0.8568559693832425,0.5469777826823841,0.3352006876767508,0.9256059214155664,0.6482100404744026,20.42182004064134,24.54282135140451,4.982011407037755,19.003644522689743,3.43229147486722,10.773917247232289,19.963093516337192,17.07116834677183,0,COMPLETE
27,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:46:21.869995,2026-03-27 00:47:15.032088,0 days 00:00:53.162093,0.565192615172066,0.7648196674055326,0.43499190707255087,0.08402753439047576,0.030651893850245755,0.24006653789828236,0.4585549709583348,0.3313953068683576,21.036219186718668,12.669842888654136,3.7719854406257856,19.418678437539846,6.41674312364978,22.297217760668016,12.05904741938356,23.317972821616813,0,COMPLETE
28,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:47:15.043108,2026-03-27 00:47:35.723253,0 days 00:00:20.680145,0.38978130830083446,0.5091080418650433,0.7440447073825482,0.8856389215616685,0.48632324618104844,0.8150177450369714,0.21682645139293405,0.017141573306956547,23.111938556028942,17.059411890345444,11.44568782637328,18.994967083817833,16.857542929250258,20.85698131090428,20.142130897666952,16.510652747971903,0,COMPLETE
29,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:47:35.734154,2026-03-27 00:47:56.354959,0 days 00:00:20.620805,0.6717872581569841,0.7593183278959428,0.4708437167741498,0.07974143359708274,0.25445652931490187,0.6250489790033037,0.031691906242296765,0.8340701137142709,21.964822933620223,0.6690245549237548,4.793407813770618,2.662189013567623,16.22795128438855,17.53675101190338,8.368582577520085,10.729307743326181,0,COMPLETE
30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:47:56.365137,2026-03-27 00:48:23.624809,0 days 00:00:27.259672,0.752463180980785,0.9662106523213966,0.051753799224270085,0.31484871427161304,0.04180616748744126,0.11227705775593351,0.71991355460579,0.4080051646084188,18.085904761594914,3.4394088561122644,9.889305996758797,22.229084301744958,10.503258909668862,4.808653592124816,17.090544948683856,1.9210061159817626,0,COMPLETE
31,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:48:23.635750,2026-03-27 00:48:54.322606,0 days 00:00:30.686856,0.19434276690089075,0.3308930906123468,0.882073862033187,0.10490483734021938,0.49925951439255534,0.363415300139621,0.11013753367690134,0.5317284110038133,3.116420449198988,4.206821797106995,3.340282338905268,2.3996853794289623,0.3361337148508669,22.243207460551538,8.963115494039167,3.817053182583298,0,COMPLETE
32,1000000.0,1000000.0,0.07104179252701116,0.12120014756806992,0.24251703185001655,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.30471155062328403,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:48:54.333708,2026-03-27 00:50:20.666786,0 days 00:01:26.333078,0.35240084811599076,0.9273015659119106,0.07778357637945574,0.17524519330870458,0.4067309082100382,0.048458629742033944,0.8623907708698942,0.6025534001147111,15.227149486796332,6.1458685159809505,20.08659521899448,6.502807285793374,12.334743687165258,16.655322259020945,20.845132564819007,3.3116537712887766,0,COMPLETE
33,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:50:20.677628,2026-03-27 00:51:34.312709,0 days 00:01:13.635081,0.8961499694026767,0.3566939980798594,0.10323523848729411,0.41596154812974895,0.9836996465177444,0.6908369927643986,0.4621476145003659,0.021181156763885364,3.775604849713011,16.7425492005099,18.816633276113514,1.8736498279063647,7.074074042638276,0.8005203795171522,21.98155771774661,1.462074627708076,0,COMPLETE
34,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:51:34.322925,2026-03-27 00:52:01.836669,0 days 00:00:27.513744,0.5993494848755931,0.4589911614231615,0.13585556606553073,0.5681708986419371,0.8461484217394958,0.34852391906958985,0.656491910978773,0.1729155547322746,12.903145417204822,9.55207551079376,1.1938183704761207,6.350748876451178,17.044111167620585,14.655599565374503,0.9286377075552279,14.72974192691959,0,COMPLETE
35,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:52:01.848007,2026-03-27 00:52:22.929813,0 days 00:00:21.081806,0.6551628354766099,0.03795689498738725,0.7193652465772494,0.7595232210651798,0.7166013350713503,0.7888369435403325,0.9149766336769365,0.7517576288654945,18.375270105112065,4.39201153000311,14.205718883836672,9.6559684371485,8.60765888096151,20.514927088719766,2.1356906522727783,12.128723703752563,0,COMPLETE
36,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:52:22.942482,2026-03-27 00:52:43.651795,0 days 00:00:20.709313,0.7860182504942855,0.6345949267579015,0.8676954711675072,0.3753801202217366,0.10136135427313518,0.8795027488443208,0.032510413831451875,0.2422358736401319,18.947083862844014,8.261645698016585,2.8053103836193376,18.524637190035293,7.176328329437178,16.65560120812858,15.902457946369568,13.544768991499783,0,COMPLETE
37,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:52:43.663034,2026-03-27 00:54:07.876355,0 days 00:01:24.213321,0.3826649939883203,0.11861656837865918,0.02498668878531001,0.98334053867617,0.2819299011055131,0.49805619657720057,0.4561383130970711,0.43371988679020973,15.127522567911564,1.6541316656841605,12.963974835933758,19.767170802065635,8.522516124307407,2.3406477845908,9.740292135975713,16.00068957826149,0,COMPLETE
38,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:54:07.886922,2026-03-27 00:54:31.903400,0 days 00:00:24.016478,0.35068283215747564,0.04863517631041256,0.8519770310093819,0.17453282025889666,0.06339905924208938,0.8435997426082747,0.5867560200110137,0.45679019582675656,1.5811641742681304,24.11146666792807,20.137523351405278,6.659799243926946,3.341552949948489,2.0989300460585225,7.471310740278318,3.0572742421388828,0,COMPLETE
39,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:54:31.913871,2026-03-27 00:54:59.192526,0 days 00:00:27.278655,0.9201949343458844,0.07411160566475607,0.633654435848729,0.05231672039625198,0.874995423152256,0.7040830768589377,0.7328033365674884,0.4982926013863867,13.41423758201213,5.157280969045736,17.66313087252928,10.404320146919906,6.620837885540093,2.2552651691150567,8.164248422690822,6.112027821198079,0,COMPLETE
40,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:54:59.203760,2026-03-27 00:55:19.964826,0 days 00:00:20.761066,0.9053520317661204,0.9272160667979397,0.4450254565154679,0.15664979145970534,0.8980082897770008,0.5420164187831313,0.32098451946109324,0.9308055748001929,13.27953387998731,0.3493038177202602,17.663489640457772,23.60052410920781,21.022259543702653,10.703301123081017,21.28082878412841,6.489375630956955,0,COMPLETE
41,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:55:19.976071,2026-03-27 00:56:41.945090,0 days 00:01:21.969019,0.9695324378906215,0.7156153402132766,0.09673007434862858,0.9802401008067853,0.5794047513261499,0.10548093970678966,0.36920948114530955,0.08089112906320169,17.668334938464362,13.419946948700135,7.325954200026158,23.10618075923542,4.06858719167553,19.336553685076222,11.411617145352238,18.216806715213394,0,COMPLETE
42,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:56:41.956023,2026-03-27 00:57:10.059386,0 days 00:00:28.103363,0.37776754311422245,0.6522668844267079,0.429313948937739,0.34021525922362744,0.7921385296514003,0.09774248367547088,0.3523662701747478,0.4803291126620029,17.602710989034904,5.196083723747718,9.175494927152666,9.518474184793995,8.698710939314005,6.965753393167479,3.285067540204025,18.37534420094413,0,COMPLETE
43,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:57:10.070160,2026-03-27 00:57:37.170268,0 days 00:00:27.100108,0.09098320108207647,0.4585455671476433,0.8932774106436884,0.24521070349576607,0.5658949552372932,0.22430443153685764,0.8362910410497313,0.3657609548874256,13.559208742554823,10.143634771544889,5.501116658997596,19.589212326702693,16.0045720178543,20.59242920343388,5.916262678129147,12.932090339260919,0,COMPLETE
44,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2026-03-27 00:57:37.180908,2026-03-27 00:58:49.755418,0 days 00:01:12.574510,0.5918278097569045,0.05921538627814433,0.18471930451966026,0.14459484010477675,0.8118654076515758,0.0748070681068739,0.9582475320703459,0.18571135736785702,14.348255294466695,3.4818644615565844,22.515757547718923,20.02685314514026,5.18021490057858,6.319083826684844,2.291681167440707,15.020937720550577,0,COMPLETE
